Title,Subtitle,Price,Initial Price,Discount (%),Color,Color Description,Badge,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Khaki,Color_Multi-Color,Color_Orange,Color_Pink,Color_Purple,Color_Red,Color_White,Color_Yellow,Dominant Color,Title Word Count,Subtitle Word Count,Marketing Appeal Score,Sale Quantity
Nike Air Zoom Infinity Tour 2,Golf Shoes (Wide),170.0,170,0,Grey,Football Grey/Game Royal/Photo Blue/Deep Royal Blue,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Football Grey,6,3,8,914
Nike Hyperdunk 2017 Low,Basketball Shoes,84.97,130,34,Grey,Cool Grey/Wolf Grey/White/Black,,45.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Cool Grey,4,2,8,183
Nike Hyperdunk 2017 Low,Basketball Shoes,84.97,130,34,Black,Black/Anthracite/White/Metallic Silver,,45.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,6,375
Nike InfinityRN 4,Men's Road Running Shoes (Extra Wide),103.97,160,35,White,White/White,Sustainable Materials,56.03,1,2,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,3,6,6,377
Nike InfinityRN 4,Men's Road Running Shoes (Extra Wide),103.97,160,35,Black,Black/White,Sustainable Materials,56.03,1,2,2,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,6,9,237
Nike InfinityRN 4,Men's Road Running Shoes (Extra Wide),103.97,160,35,Black,Black/Team Red/White/Fire Red,Sustainable Materials,56.03,1,2,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,6,6,405
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,84.97,100,15,Blue,Glacier Blue/Blue Orbit,Sustainable Materials,15.030000000000001,1,1,2,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Glacier Blue,5,4,5,341
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,70.97,100,29,Yellow,Volt/Black,Sustainable Materials,29.03,1,1,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,5,4,3,414
"Nike Mercurial Superfly 10 Academy ""Kylian Mbappé""",IC High-Top Soccer Shoes,88.97,105,15,Orange,Light Laser Orange/Armory Navy,,16.03,1,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Light Laser Orange,7,4,6,377
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,100.0,100,0,Red,Ember Glow/Aurora Green,Sustainable Materials,0.0,0,1,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Ember Glow,5,4,8,927
Nike Mercurial Superfly 10 Academy,IC High-Top Soccer Shoes,100.0,100,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,4,9,927
Jordan 3 Retro MCS,Men's Baseball Cleats,142.97,190,24,Black,Black/Cement Grey/White/Fire Red,,47.03,1,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,6,403
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,63.97,90,28,Blue,Glacier Blue/Blue Orbit,Sustainable Materials,26.03,1,1,2,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Glacier Blue,5,4,9,206
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,63.97,90,28,Yellow,Volt/Black,Sustainable Materials,26.03,1,1,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,5,4,1,308
"Nike Mercurial Vapor 16 Academy ""Kylian Mbappé""",MG Low-Top Soccer Cleats,79.97,95,15,Orange,Light Laser Orange/Armory Navy,,15.030000000000001,1,1,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Light Laser Orange,7,4,5,286
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,90.0,90,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,4,8,779
Nike Mercurial Vapor 16 Academy,MG Low-Top Soccer Cleats,90.0,90,0,Red,Ember Glow/Aurora Green,Sustainable Materials,0.0,0,1,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Ember Glow,5,4,7,655
Nike Vapor 16 Academy Mercurial Dream Speed,MG Low-Top Soccer Cleats,90.0,90,0,Green,Barely Green/Crimson Pulse/Metallic Gold Coin,,0.0,0,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Barely Green,7,4,3,232
Nike Huarache 9 Elite TF LAX SE,Lacrosse Shoes,84.97,120,29,Grey,Football Grey/White/Luminous Green/Black,,35.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Football Grey,7,2,4,388
"Zion 3 ""Z-3D""",Basketball Shoes,82.97,150,44,Grey,Football Grey/Flash Crimson/Chlorine Blue/Black,Sustainable Materials,67.03,1,1,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Football Grey,3,2,10,407
Nike Streakfly,Road Racing Shoes,118.97,170,30,Yellow,Volt/Bright Crimson/Volt/Black,,51.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,2,3,10,455
Nike Streakfly,Road Racing Shoes,118.97,170,30,White,White/Vivid Grape/Purple Agate/Black,,51.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,2,3,9,328
Nike Streakfly,Road Racing Shoes,118.97,170,30,Brown,Pale Ivory/Guava Ice/Black,,51.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Pale Ivory,2,3,4,443
USA Calm,Men's Slides,38.97,55,29,White,Sail/Old Royal/Sport Red,,16.03,1,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Sail,2,2,9,463
Nike Free RN NN,Men's Road Running Shoes,76.97,110,30,Black,Black/Anthracite/White,Sustainable Materials,33.03,1,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,4,8,199
Nike Free RN NN,Men's Road Running Shoes,76.97,110,30,Black,Black/Anthracite/Black,Sustainable Materials,33.03,1,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,4,9,194
Nike Victory Tour 3,Golf Shoes,115.97,210,44,Green,Cargo Khaki/Black/Hot Punch/Light British Tan,,94.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Cargo Khaki,4,2,7,252
Nike Air Zoom Victory Tour 3,Men's Golf Shoes,123.97,190,34,White,White/Barely Volt/Wolf Grey/Black,,66.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,7,474
Nike Air Zoom Victory Tour 3 NRG,Golf Shoes,136.97,210,34,White,White/Aquarius Blue/Light Armory Blue/Midnight Navy,Member Product,73.03,1,2,4,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,7,2,8,298
Nike Air Zoom Victory Tour 3 NRG,Golf Shoes,157.97,210,24,White,Summit White/Barely Grape/Daybreak/Black,,52.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,7,2,6,431
Nike Air Zoom Victory Tour 3 NRG,Golf Shoes,136.97,210,34,Grey,Light Iron Ore/Phantom/Khaki/Baroque Brown,,73.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Iron Ore,7,2,4,153
Nike Air Zoom Victory Tour 3,Men's Golf Shoes,123.97,190,34,Black,Black/Pure Platinum/Bright Crimson,,66.03,1,2,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,3,9,276
Nike Air Zoom Victory Tour 3,Men's Golf Shoes,190.0,190,0,White,White/Black,,0.0,0,2,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,6,538
NikeCourt Vapor Lite 2,Men's Clay Tennis Shoes,72.97,85,14,Blue,Denim Turquoise/Volt/Armory Navy,,12.030000000000001,1,1,3,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Denim Turquoise,4,4,7,371
Nike Vapor Edge Speed 360 2,Men's Football Cleats,77.97,110,29,White,White/Black/University Red,,32.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,6,430
Nike Vapor Edge Speed 360 2,Men's Football Cleats,94.97,110,13,White,White/Black/New Orchid,,15.030000000000001,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,7,202
Nike Vapor Edge Speed 360 2,Men's Football Cleats,77.97,110,29,White,White/Black/Brilliant Orange,,32.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,8,396
Nike Vapor Edge Speed 360 2,Men's Football Cleats,94.97,110,13,White,White/Black/Hyper Royal,,15.030000000000001,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,6,301
Nike Vapor Edge Speed 360 2,Men's Football Cleats,77.97,110,29,White,White/Black/Fir,,32.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,7,172
Nike Air Zoom Infinity Tour NRG,Golf Shoes,161.97,190,14,Grey,Light Iron Ore/Sail/Khaki/Baroque Brown,,28.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Iron Ore,6,2,4,436
Nike Infinity Tour 2,Golf Shoes,104.97,190,44,Green,Cargo Khaki/Jade Horizon/Hot Punch/Light British Tan,,85.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Cargo Khaki,4,2,4,195
Nike Infinity Tour 2,Golf Shoes,119.97,170,29,Grey,Football Grey/Game Royal/Photo Blue/Deep Royal Blue,,50.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Football Grey,4,2,8,462
Nike Infinity Tour 2,Golf Shoes,119.97,170,29,White,White/University Red/Pure Platinum/Black,,50.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,9,435
Nike Infinity Tour 2,Golf Shoes,119.97,170,29,Black,Black/Cool Grey/Pure Platinum/Infinite Gold,,50.03,1,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,6,259
Nike Infinity Tour 2,Golf Shoes,144.97,170,14,Grey,Pure Platinum/White/Light Crimson/Armory Navy,,25.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Pure Platinum,4,2,10,288
Nike Infinity Tour 2,Golf Shoes,170.0,170,0,Black,Black/Vapor Green/Iron Grey/White,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,6,794
Nike Infinity Tour 2,Golf Shoes,170.0,170,0,White,White/Vapor Green/Pure Platinum/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,9,726
Nike Griffey 2 MCS,Men's Baseball Cleats,98.97,140,29,Black,Black/White/Fresh Water,,41.03,1,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,9,292
Nike Griffey 2 MCS,Men's Baseball Cleats,93.97,140,32,Black,Black/Volt,,46.03,1,1,2,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,3,7,471
Nike Vapor Edge Shark 2,Men's Football Cleats,38.97,55,29,Black,Black/Black/White,Sustainable Materials,16.03,1,0,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,3,6,483
Nike Vapor Edge Shark 2,Men's Football Cleats,44.97,55,18,White,White/White/Pure Platinum/Metallic Silver,Sustainable Materials,10.030000000000001,1,0,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,3,6,196
Nike Vapor Edge Shark 2,Men's Football Cleats,38.97,55,29,Red,University Red/White/Black,Sustainable Materials,16.03,1,0,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,University Red,5,3,7,473
Nike Vapor Edge Shark 2,Men's Football Cleats,35.97,50,28,White,White/Pure Platinum/Metallic Silver,Sustainable Materials,14.030000000000001,1,0,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,3,8,253
Nike Alpha Menace 4 Shark NRG,Football Cleats,52.97,60,11,Red,Picante Red/White/Black,Sustainable Materials,7.030000000000001,1,1,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Picante Red,6,2,6,219
Nike Vapor Edge Elite 360 2,Men's Football Cleats,178.97,210,14,White,White/Pure Platinum/Metallic Silver,,31.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,6,242
Nike Vapor Edge Elite 360 2,Men's Football Cleats,124.97,210,40,Black,Black/Anthracite/White,,85.03,1,2,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,3,8,474
Nike Vapor Edge Elite 360 2,Men's Football Cleats,139.97,210,33,Red,University Red/White/Black,,70.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,University Red,6,3,8,452
Nike Vapor Edge Elite 360 2,Men's Football Cleats,124.97,210,40,Blue,Hyper Royal/White/Black,,85.03,1,2,3,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Hyper Royal,6,3,7,442
Nike Vapor Edge Elite 360 2,Men's Football Cleats,139.97,210,33,Grey,Metallic Silver/White/Light Smoke Grey/Black,,70.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Metallic Silver,6,3,10,413
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,Black,Black/Black/White,,40.03,1,1,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,3,8,438
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,White,White/White/Metallic Silver,,40.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,6,239
Nike Vapor Edge Pro 360 2,Men's Football Cleats,88.97,135,34,Grey,Pure Platinum/Vapor Green/Barely Green/Black,,46.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Pure Platinum,6,3,6,201
Nike Rival XC 6,Cross-Country Spikes,48.97,70,30,Black,Black/Dark Smoke Grey/White/Metallic Silver,,21.03,1,0,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,6,177
Nike Rival XC 6,Cross-Country Spikes,48.97,70,30,Yellow,Volt/Total Orange/Total Orange/Concord,,21.03,1,0,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,4,2,7,385
Nike Rival XC 6,Cross-Country Spikes,48.97,70,30,Red,Bright Crimson/Black/Metallic Silver/Vapor Green,,21.03,1,0,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Bright Crimson,4,2,10,481
Nike ZoomX Dragonfly XC,Cross-Country Spikes,111.97,160,30,Black,Black/Dark Smoke Grey/White/Metallic Silver,,48.03,1,2,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,2,9,307
Nike ZoomX Dragonfly XC,Cross-Country Spikes,111.97,160,30,Yellow,Volt/Total Orange/Total Orange/Concord,,48.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,4,2,4,324
Nike ZoomX Dragonfly XC,Cross-Country Spikes,111.97,160,30,Red,Bright Crimson/Black/Metallic Silver/Vapor Green,,48.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Bright Crimson,4,2,7,281
Nike Alpha Menace 4 Varsity,Football Cleats,66.97,95,29,White,White/Metallic Silver/Photon Dust/Black,,28.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,7,290
Nike Alpha Menace 4 Varsity,Football Cleats,66.97,95,29,Black,Black/Light Smoke Grey/Metallic Silver/White,,28.03,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,7,447
Nike Alpha Menace 4 Shark,Football Cleats,38.97,55,29,White,White/Metallic Silver/Photon Dust/Black,Sustainable Materials,16.03,1,0,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,8,372
Nike Alpha Menace 4 Shark,Football Cleats,34.97,55,36,Blue,Hyper Royal/Metallic Silver/Midnight Navy/White,Sustainable Materials,20.03,1,0,4,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Hyper Royal,5,2,4,362
Nike Alpha Menace 4 Shark,Football Cleats,38.97,55,29,Black,Black/Light Smoke Grey/Metallic Silver/White,Sustainable Materials,16.03,1,0,4,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,9,343
Nike Alpha Menace 4 Shark,Football Cleats,34.97,55,36,Red,University Red/Metallic Silver/Team Red/White,Sustainable Materials,20.03,1,0,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,University Red,5,2,4,218
Nike G.T. Hustle 2,Women's Basketball Shoes,119.97,170,29,Grey,Football Grey/Glacier Blue/Light Armory Blue/Football Grey,,50.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Football Grey,4,3,7,299
Nike G.T. Hustle 2,Women's Basketball Shoes,110.97,170,34,Grey,Light Carbon/Football Grey/White,,59.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Light Carbon,4,3,10,218
Nike Vapor Edge Pro 360 2,Men's Football Cleats,114.97,135,14,White,White/Black/Brilliant Orange,,20.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,9,303
Nike Vapor Edge Pro 360 2,Men's Football Cleats,114.97,135,14,White,White/Black/Hyper Royal,,20.03,1,2,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,7,457
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,White,White/Black/Fir,,40.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,7,411
Nike Vapor Edge Pro 360 2,Men's Football Cleats,94.97,135,29,White,White/Black/University Red,,40.03,1,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,3,6,313
Nike Force Trout 9 Pro MCS,Baseball Cleats,69.97,75,6,Black,Black/Anthracite/Cool Grey/White,,5.030000000000001,1,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,2,9,183
Nike Force Trout 9 Pro MCS,Baseball Cleats,75.0,75,0,Grey,Wolf Grey/Pure Platinum/Black/Metallic Silver,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Wolf Grey,6,2,9,775
Nike Force Trout 9 Pro MCS,Baseball Cleats,75.0,75,0,Black,Black/Anthracite/White/Metallic Silver,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,6,2,6,722
Nike Force Trout 9 Pro MCS,Baseball Cleats,75.0,75,0,White,White/Metallic Silver/Pure Platinum/Black,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,2,6,827
Nike Force Trout 9 Pro MCS,Baseball Cleats,75.0,75,0,White,White/Hyper Royal/Midnight Navy,,0.0,0,1,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,2,9,806
Nike Force Trout 9 Pro MCS,Baseball Cleats,75.0,75,0,White,White/Team Red/Pure Platinum/University Red,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,2,6,537
Nike Force Trout 9 Pro MCS,Baseball Cleats,75.0,75,0,White,White/Midnight Navy/Football Grey/Hyper Royal,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,6,2,8,595
Nike Force Trout 9 Pro MCS,Baseball Cleats,75.0,75,0,White,Summit White/Phantom/Black/Royal Pulse,,0.0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Summit White,6,2,9,905
Nike Air Zoom TR 1,Men's Workout Shoes,78.97,130,39,Black,Black/Anthracite/White,Sustainable Materials,51.03,1,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,3,8,367
Nike Air Max 1,Men's Shoes,120.97,160,24,Pink,Light Soft Pink/Anthracite/Adobe/Vapor Green,,39.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Light Soft Pink,4,2,10,363
Nike Air Max 1,Men's Shoes,105.97,150,29,White,Coconut Milk/Armory Navy/Light Orewood Brown/Burgundy Crush,Sustainable Materials,44.03,1,2,4,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Coconut Milk,4,2,8,373
Nike Air Max 1,Men's Shoes,91.97,140,34,White,White/Neutral Grey/Black/Evergreen Aura,,48.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,4,2,8,153
Nike Air Max 1,Men's Shoes,105.97,150,29,Red,Gym Red/University Red/Light Crimson/Sail,,44.03,1,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Gym Red,4,2,4,382
Nike Air Max 1,Men's Shoes,150.0,150,0,Blue,Obsidian/White/Light Smoke Grey/Metallic Gold,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Obsidian,4,2,3,76
Nike Offcourt (Oregon State),Slide,25.97,40,35,Black,Black/Team Orange/White,,14.030000000000001,1,0,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,1,8,297
Nike Offcourt (Kentucky),Slide,25.97,40,35,Black,Black/Game Royal/White,,14.030000000000001,1,0,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,1,9,451
Nike Offcourt (Oklahoma State),Slide,25.97,40,35,Black,Black/Total Orange/White,,14.030000000000001,1,0,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,1,6,202
Nike Offcourt (UNC),Slide,25.97,40,35,Black,Black/Valor Blue/White,,14.030000000000001,1,0,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,1,6,467
Nike Offcourt (Arkansas),Slide,25.97,40,35,Black,Black/Team Crimson/White,,14.030000000000001,1,0,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,3,1,8,361
Nike Offcourt (Florida State),Slide,28.97,40,27,Black,Black/Team Maroon/Team Gold,,11.030000000000001,1,0,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,4,1,7,448
Nike Alpha Menace 4 Pro,Football Cleats,90.97,120,24,Red,University Red/Metallic Silver/Team Red/White,,29.03,1,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,University Red,5,2,10,168
Nike Alpha Menace 4 Pro,Football Cleats,90.97,120,24,Blue,Hyper Royal/Metallic Silver/Midnight Navy/White,,29.03,1,1,4,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Hyper Royal,5,2,5,429
Nike Alpha Menace 4 Pro,Football Cleats,120.0,120,0,White,White/Metallic Silver/Photon Dust/Black,,0.0,0,2,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,White,5,2,6,607
Nike Alpha Menace 4 Pro,Football Cleats,120.0,120,0,Black,Black/Light Smoke Grey/White,,0.0,0,2,3,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,2,9,942
Nike Mercurial Vapor 16 Academy,TF Low-Top Soccer Shoes,74.97,90,16,Blue,Glacier Blue/Blue Orbit,Sustainable Materials,15.030000000000001,1,1,2,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Glacier Blue,5,4,1,195
Nike Mercurial Vapor 16 Academy,TF Low-Top Soccer Shoes,63.97,90,28,Yellow,Volt/Black,Sustainable Materials,26.03,1,1,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Volt,5,4,1,269
Nike Mercurial Vapor 16 Academy,TF Low-Top Soccer Shoes,90.0,90,0,Black,Black/Deep Jungle/Black,Sustainable Materials,0.0,0,1,3,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Black,5,4,6,740
